Title,Company,Industry,Clouds Implemented,Description,Outcomes,Links
"U.S. Army C5ISR & UTRS

Helping the Army Modernize and improve efficiencies in time to serve",US Army,"Government, Military","Government Cloud, Service Cloud, Expereince Cloud","Client Challenge:
C5ISR/UTRS used the CSSP Subscriber Management (CSM) and Jira solutions to manage client onboarding and service requests that are inefficient at providing a complete view of the customer. C5ISR needed a solution to see customer progress for services, historical cases, points of contacts, organizational information, artifacts and associated operational devices & services. CSM today has challenges with accuracy of information, a single view of the customer, reliance of manual inputs, lack of connectivity to JIRA and other tools, lacks effective project or asset tracking and reporting, are not integrated systems, and lack visibility for subscribers and executive users.

Business Benefits:
C5ISR/UTRS has improved its service delivery by reducing the time it takes to onboard clients and respond to service requests across 4 to 5 different groups. In addition to providing a reduction in service delivery time, C5ISR is also looking to provide their customers with a user-friendly portal to log service requests and see the status of their existing/historical cases.

Solution:
IBM worked closely with the Salesforce Army Account team to address the client’s areas of concern with a rapid prototype build, showing the client the art of the possible and quickly defining the solution roadmap. The final solution included the configuration and deployment of the Salesforce Gov Cloud, Service Cloud, and Experience cloud in less than 3 months. This included an Army Authority to Operate (ATO). The solution was designed and deployed with the following in mind:

Simplified, Intuitive Soldier Interface

Increased Readiness

Personalized User Experience

Eliminated Repeated Silos

Improved Analytics & Decision Making

End-to-End Visibility

Reduced Fractured Process

Aligned to Industry Best Practices","Impact:
Rapid Application Development complete solution in 3 months

Improved time to service from 20.25 to 2.25 hours

Improved Case resolution by 38%

Case deflection with use of Self Service increased by 45%

Reduce operational costs by 75%

Annualized Cumulative ROI of 210%

Implemented complete workflow automation, data driven dashboards, experience driven customer facing applications to support end users with requests, cases, and historical data",https://ibm.box.com/s/v2hw7mn0ymp8wcieoujd3rv3ghve8dy1
BNPP Factor – Invoice Management,BNPP Factor,Financial Services,Sales Cloud,"BNPP Factor implemented a cloud CRM platform to simplify processes and provide a 360° view of clients, replacing legacy systems and enabling invoice payment approval. IBM handled requirements, functional specs, data migration, and deployment.",Industrialization of activity management; Increased efficiency; Better client data analysis; Enhanced innovation and engagement,https://ibm.ent.box.com/file/1580178469622
BNPP Asset Management – Salesforce Evolutions,BNPP Asset Management,Financial Services,"Sales Cloud, Service Cloud, Marketing Cloud","BNPP AM deployed Salesforce to automate processes, ensure compliance, and improve collaboration. IBM introduced Agile methodology and integrated marketing campaigns for engagement.",Complete traceability from first contact to account closure; Real-time KYC and reporting; Automated client lifecycle,https://ibm.ent.box.com/file/1580178469622
La Banque Postale – CRM Transformation,La Banque Postale,Banking,Sales Cloud,"IBM implemented a CRM solution to replace email-based processes, digitalize back and front office, and integrate affacturage systems.",Improved user experience with end-to-end service management; Direct channel offer distribution; Enhanced performance and prospect tracking,https://ibm.ent.box.com/file/1580178469622
CMB Monaco – Private Banking,CMB Monaco,Private Banking,"Financial Services Cloud, Experience Cloud, Salesforce Shield","IBM deployed FSC with onboarding and KYC processes, integrated back-office systems, and implemented MuleSoft for data exchange.",Onboarding time cut by 50%; Always up-to-date KYCs; Digitalized banking processes; Compliance ensured,https://ibm.ent.box.com/file/1580178469622
Assurcredit – Contract Management,AXA Assurcredit,Insurance,"Financial Services Cloud, Salesforce Contract, MuleSoft","IBM implemented FSC, contract management, and MuleSoft to digitalize contracts and improve compliance.",Faster contract cycles; Operational cost reduction; Improved brand image; Increased efficiency,https://ibm.ent.box.com/file/1580178469622
PROMOCASH – Digital Transformation,Promocash (Carrefour Group),Retail / Food Distribution,"Sales Cloud, Marketing Cloud, Commerce Cloud","IBM deployed Salesforce for CRM, B2B Commerce, and Marketing automation to support Promocash’s e-commerce strategy.",Increased e-commerce sales; Personalized communication; Automated marketing campaigns,https://ibm.ent.box.com/file/1580178469622
Saint Gobain SGDBF – Call Center Pilot,Saint Gobain Distribution Bâtiment France,Construction / Distribution,Service Cloud,IBM implemented Salesforce Service Cloud with omnichannel capabilities for call centers.,Omnichannel client management; Process harmonization; Improved agent efficiency,https://ibm.ent.box.com/file/1580178469622
Biocodex – Core Model Integration,Biocodex,Pharmaceuticals,MuleSoft,IBM implemented MuleSoft for enterprise architecture standardization and integration across 20 subsidiaries.,Defined roadmap and architecture; Prioritized scope for France and Benelux,https://ibm.ent.box.com/file/1580178469622
Danone – eShop,Danone Produits Frais,Consumer Goods,Commerce Cloud,IBM deployed Salesforce B2B Commerce for Danone’s professional e-commerce platform.,New sales channel; Increased sales; Better customer insights,https://ibm.ent.box.com/file/1580178469622
Stellantis – SAMS Connected Services,Stellantis,Automotive,"Service Cloud, Experience Cloud",IBM built a platform for connected services sales across brands and markets.,Improved customer knowledge; Expanded service offerings; Enhanced driver experience,https://ibm.ent.box.com/file/1580178469622
Carrier Transicold – Spare Parts Platform,Carrier Transicold,Transport / Logistics,Commerce Cloud,IBM replaced legacy platform with Salesforce B2B Commerce for spare parts sales across EMEA.,Successful big-bang migration; Improved user experience; Deployment in 32 countries,https://ibm.ent.box.com/file/1580178469622
Bridgestone Mobility Solutions – Field Service,Bridgestone Mobility Solutions,Automotive / Mobility,"Service Cloud, Field Service, Experience Cloud",IBM implemented Salesforce Service Cloud and Field Service to optimize installation processes.,Automated work orders; Process optimization; Increased visibility,https://ibm.ent.box.com/file/1580178469622
SUEZ – Waste Management,SUEZ,Utilities / Waste Management,"Sales Cloud, Service Cloud, CPQ",IBM integrated Salesforce and SAP for a unified Lead-to-Cash process.,Industrialized offers; Reliable billing; Accelerated sales cycle,https://ibm.ent.box.com/file/1580178469622
Alcatel-Lucent Enterprise – Partner eCommerce,Alcatel-Lucent Enterprise,Telecommunications,Commerce Cloud,IBM deployed Salesforce B2B Commerce for partner sales acceleration.,Faster partner sales; Increased revenue; Enhanced partner experience,https://ibm.ent.box.com/file/1580178469622
Guerbet – Global Sales & Marketing,Guerbet,Healthcare / Imaging,"Sales Cloud, Pardot",IBM implemented Salesforce Sales Cloud and B2B marketing across 25 countries.,360° client view; Unified sales process; Improved collaboration,https://ibm.ent.box.com/file/1580178469622
Ceva Santé Animale – Global CRM,Ceva Santé Animale,Animal Health,"Sales Cloud, CRM Analytics, Quip",IBM built a global CRM platform for omnichannel client management and operational efficiency.,Unified client management; Process harmonization; Increased efficiency,https://ibm.ent.box.com/file/1580178469622
CMA-CGM – Container Operations,CMA-CGM,Shipping / Logistics,"Platform, MuleSoft",IBM developed a Salesforce-based solution integrated with MuleSoft and AWS for container load validation.,Faster vessel turnaround; Complete traceability; Improved operational coordination,https://ibm.ent.box.com/file/1580178469622
Now in Sales – Digital Banking,NA,Banking,"Sales Cloud, Service Cloud Voice, Messaging for In-App & Web","Combines Sales Cloud with omnichannel capabilities and AI (Einstein GPT + WatsonX) to accelerate sales processes, improve lead management, and provide 360° customer view.",+142% increase in sales and leads; 22.5% reduction in sales formalization time; Faster response; Personalized service; Cross-sell and up-sell opportunities,https://ibm.ent.box.com/file/1580228732795
Generative AI with Salesforce,NA,Energy & Utilities,"Salesforce Industries, Service Cloud","Integrated solution leveraging generative AI and Salesforce Industries for lead-to-order processes, omnichannel service, and compliance.",31% increase in agent capabilities; 25% process efficiency improvement; Faster implementation; Reduced integration effort by 2.3x,https://ibm.ent.box.com/file/1580228732795
Salesforce AI for Energy & Utilities Cloud,NA,Energy & Utilities,"Consumer Goods Cloud, Energy & Utilities Cloud","Enables field reps with offline mobile app, inventory review, trade promotions, and AI-driven insights for smarter sales and better customer relationships.",+15% revenue growth; +35% sales productivity; Increased prospect volume and conversions,https://ibm.ent.box.com/file/1580228732795
Salesforce CoE,NA,Cross-Industry,"Sales Cloud, Service Cloud","Establishes a Center of Excellence for governance, optimization, and continuous improvement of Salesforce platforms.",Improved operational efficiency; Enhanced user experience; Data-driven decisions; Reduced costs and technical debt,https://ibm.ent.box.com/file/1580228732795
Customer Care Transformation,NA,Cross-Industry,"Service Cloud, Service Cloud Voice","Integrated agent desktop for omnichannel customer service with CTI, case management, knowledge base, and AI automation.",20% reduction in service cost; 30% increase in customer retention; Faster sales processes,https://ibm.ent.box.com/file/1580228732795
Citizen Service Transformation,NA,Public Sector,"Public Sector Solutions, Service Cloud",Digitalizes citizen services with omnichannel capabilities and AI to improve administrative processes and citizen experience.,21% reduction in service/support costs; 22% increase in citizen satisfaction; Faster decision-making,https://ibm.ent.box.com/file/1580228732795
Sales Transformation,NA,Cross-Industry,Sales Cloud,"Implements cohesive sales strategy using Sales Cloud and AI for lead categorization, opportunity conversion, and retention.",25% improvement in sales cycle efficiency; 20% faster conversion rate; Increased ROI,https://ibm.ent.box.com/file/1580228732795
Financial Services Transformation,NA,Banking & Insurance,Financial Services Cloud,"Comprehensive Salesforce solution for financial institutions to improve customer experience, optimize operations, and ensure data security.",25% increase in sales and leads; 30% reduction in sales formalization time; New sales channels; Improved productivity,https://ibm.ent.box.com/file/1580228732795
"Volvo North America is transforming the customer car buying experience to be more personalized and convenient
",Volvo North America,Automotive ,"Expereince Cloud, Platform","InsightUsing Salesforce Community Cloud, Volvo North America is transforming the customer car buying experience to be more personalized and convenient. After a purchase, Volvo’s mobile app schedules time with the customer to orient them with their new car, prioritizing their time and taking the guesswork out of the experience. 
IdeaWith the app, Volvo dealership reps are able to capture customer interactions from the lot, create a seamless onboarding experience for new car buyers and capture other features like a buyer profile, VIN integration, and delivery preparation
ImpactBy providing an easy-to-use digital experience, Volvo has improved both the employee and customer experiences.
",,DCXT IBM Proposal Response_May 17 v2f - Luis Natal.pptx
"Dealer and Customer Experience Transformation 
",Rolls Royce,Automotive,"Sales Cloud, Platform","Rolls-Royce Motor Cars Limited engineers, manufactures and distributes luxury automobiles and automobile parts worldwide
Dealers had to manually enter test drive information into 3 separate objects (person accounts, opportunities and test drives (custom object) in Salesforce. Info is entered before or after a test drive, depends on the dealer. They would have to copy info from the Opportunity level onto the test drive in order for the records to link to one another.
oDealerships are decentralized so user adoption was a challenge
oNo visibility into test drive that weren’t associated to opportunities
oLooking for a way to record test drives into Salesforce so that they are associated to the proper person and Opportunity
oWanted a simple process that was streamlined to one page
oCreated a Visualforce page that leads dealers through the test drive process step-by-step (all three steps are visible on one page - each step is dependent on the previous step and the following steps are locked down):
oSelect Customer - enter customer's name (pick list is automated - if customer doesn't exist, can select ""New Customer"" - populates new customer info box with required fields)
oSelect interest box that relates to test drive (if no existing opportunities exist, select ""New Interest"" and fill out required fields)
oAdd New Test Drive (look up to VIN Number and additional required fields) - status defaults to ""Completed""
oOnce information is complete on the test drive page, automatically takes you to the test drive record. The test drive record is linked to the opportunity. The opportunity is linked to the person account. The link created allows reporting to flow up, creating improved visibility into test drives.
","Increased the value-added time Dealers have to interact with their clients - customer service win
Streamlined process for recording test drives into Salesforce - single screen
Ability to keep and track all test drive information consistently in the same place
Improved data quality
Increased user adoption
Saved Admins time and resources
",DCXT IBM Proposal Response_May 17 v2f - Luis Natal.pptx
"Campaigns, KPIs, Lead Management and Integration with Audi & VW Auto
",Volkswagon,Automotive ,"Sales Cloud, Marketing Cloud","ScenarioVWFS started a CRM Salesforce project with Bluewolf in Feb 2020 aim to automate more than 35 marketing campaigns; automate 40 CRM KPIs; design new FVM KPIs; integrate with VW & Audi Orgs SF to delivery Leads and get feedback about them. The challenges are increase customer experience, loyalty and automate as many as process is possible.SolutionOn a 5 months projects, IBM is delivering a project with excellence, an Agile / Scrum methodology. The main reasons for the success we are facing till now are because:
A highly qualified and certified team & complementary profiles
One month of blueprint, to plan and organize the project
Agile Methodology, with 5 very detailed Sprints
IBM Management: program manager, customer engagement, technical leader and subject matter expert
",,DCXT IBM Proposal Response_May 17 v2f - Luis Natal.pptx
Accelerating Customer Engagement at Scale,Moet Hennessy,"Food and Beverage, CPG",Marketing Cloud,"This luxury spirits brand struggled to manage and execute a global marketing operations and strategy across five brands. They wanted a better understanding of individual customers and the ability to engage with them 1-to-1. 
IBM helped the client customize Salesforce’s Marketing Cloud to fuel it with brand-specific content, campaigns, and engagement analytics. The solutions employed helped them enrich consumer data, connect in-person events marketing, and analyze insights to optimize marketing spend. Together, we created journeys and content to engage users beyond a single space and time.
","Increased revenue in digital sales and grew consumer data enrichment across five brands.       Increased marketing efficiency and effectiveness, proven by analytics across more than 10,000 events per year

",2017 Moet Hennessey Client Story - INTERNAL.pptx
Unifying Financial Services Value ,Comerica,"Finacial Services, Banking","Financial Services Cloud, Marketing Cloud, Ncino","Established “unified customer” profile enabling cross sell and upsell across LOBs - benchmarked by Gartner, Salesforce Innovation​

​

Replaced antiquated LOS (SFDC/nCino), including Master Data Management & Core Integrations (FIS/Fiserv, Hogan, AFS)(SFDC+nCIno) ​

​

Increased Retail Deposits though direct integration across customer engagement platforms (Adobe, SFDC, Medallia, Temenos, Marketing Analytics, Pega)​

​

Call Center Transformation - movement off legacy enabling cloud - Industry first SFDC + AWS Connect ​

​

Marketing tech across data, applications and enablement (Adobe/SFDC Marketing Cloud, SAS data analytics)",,Banking - IBM Salesforce Consulting for Banking (2).pptx
Google Sales transformation,Google,Technology,"Marketing Cloud, Data Cloud, Einstein","M&A of Salesforce Orgs into Single View of the Customer and
Enterprise Strategy​

​

Google acquired Postini and wanted to achieve greater efficiency and a
more holistic customer view by bringing its instance of salesforce.com
into their AdWords org​

​

Redesign and architecture of enterprise level parent org​

​

Improved 2X reliability of data and pipeline reporting and forecasting",2x data quality improvement.     360 View of customer,Banking - IBM Salesforce Consulting for Banking (2).pptx
Preference Management,Macquarie,"Financial Services, Banking",Marketing Cloud ,"Macquarie marketing had an out of the box subscription management solution built on Salesforce Marketing Cloud​

No ability for customers to tailor marketing content based on their preferences and interests.​

The only option available for preference management was a global unsubscribe button.​

This led to an increase in customers opting to unsubscribe altogether.  New customer preference centre experience for users built on Salesforce Marketing Cloud allowing users to opt-in and out of marketing content, incl newsletters.​

SAP enablement in Marketing Cloud to enhance account branding​

Branded CloudPage that looks & feels the same as the MacCap website for brand consistency and experience​

Front-end dev incl AMPscript required for both personalisation and integration of data​

CloudPage URL encryption to enhance security and data privacy​

Standard tracking data & analytics for the page","Complied with required regulations on unsubscribing preferences.​

% of completely opt-out lowered, therefore allowing more people to still receive certain marketing emails​

Empowers marketing team to send targeted communications",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib2
Unplanned Outages Management (UOM)​,Ausnet,Energy & Utilities,Service Cloud ,"AusNet recognised a lack of detailed information about unplanned power outages for their customers, specifically ETA for fixes and ETR for power on estimations. Additionally, Customer Service (CS) agents were navigating multiple disconnected systems to assist in customer requests.        Enhanced the Unplanned Outage journey by expanding outage stages from 3 to 10, providing customers with more detailed and timely updates. Streamlined CS agents’ workflows by consolidating outage, customer records, and messaging details into a unified Salesforce application, enabling more efficient and informed support.","Delivered a more transparent and synchronized customer communication experience across both messaging and public website. Improved CS agent efficiency with a centralised system, reducing delays and enhancing decision-making during outage support.",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib3
Solar Emergency Backstop (SEB)​,Ausnet,Energy & Utilities,"Expereince Cloud, Platform","An increasing number of people are installing solar panels on their roofs, and during peak hours, the power grid in other states has struggled to handle the excess energy being generated. This surge in power production has overwhelmed the grid, leading to breakdowns. Regulations have been introduced to manage the distributed energy.     Managing distributed energy resources, such as solar panels, by developing a system to streamline their registration and establish connectivity. Developed a front-end application by building the processes required to register these devices and ensure proper integration with the grid.​

​

Additionally, we implemented features for monitoring and controlling energy export, providing options for both static and flexible energy export to better align with grid requirements.","Streamlined the entire system end-to-end for improved efficiency and integration.​

Enhanced transparency by providing end users with detailed information:​

Energy being exported.​

System capacity.​

Remaining available capacity.​

Enabled centralised control over most distributed energy devices.​

Allowed the grid to dynamically manage and adjust export levels to ensure stability and balance.",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib4
Transmission Landholders Communication & Preferences​,Ausnet,Energy & Utilities,Platform ,"An increase in new line and augmentation transmission network activity means more involvement with landholder / owner related works on their properties.​

Needed to be better equipped (people, process, data, systems) to provide effective and timely engagements with relevant owner/occupiers so that necessary works proceed with as minimal disruption as possible.      Design and develop the Salesforce platform to accommodate transmission landholders as source of truth.​

Provide a means for AusNet to load and manage these records into this object model, including an onboarding of TX stakeholders to Salesforce, provide a means for the TX team to message these landholders.​

Provide a means for the transmission team to communicate with Landholders in a more structured capacity.​

Provide visibility of communications that have been sent and permits that have been issued. ​

Provide a means for Landholders to update relevant information to AusNet to improve​
information collection and stakeholder experience","Improved user experience, customer information being easily updated allowing for communications to be sent out correctly.",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib5
Customer Connections​,Ausnet,Energy & Utilities,"Service Cloud, Expereince Cloud","AusNet currently operates core customer and industry interactions across multiple disparate portals, is reliant on outdated retailer contact details for customers, and has a fragmented process across the supply and connection processes, resulting in disjointed service to customers.      A unified portal and customer interaction platform is necessary to streamline user access, enhance operational efficiency, ensure data consistency and support scalable growth. This unified approach will provide a cohesive user experience, reduce administrative overhead, and facilitate better data integration and service delivery.","Simplified process, removing hurdles such as initiating requests via retailers, data validation errors and removing manual handing for 40% of application types​

End to end management for both customers and staff providing a single point of access for every connection request​

Automation of key tasks enabling overall efficiency​

Expected uplift to customer satisfaction survey results​

Reduction in connection timeframes to meet guaranteed service levels",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib6
Outages​,Watercorp,Energy & Utilities,"Service Cloud, Marketing Cloud","There was no centralized system for managing customer preferences or notifying them about outages. Therefore, as the first step towards building a preference management system, we need to establish a strong foundation for capturing and managing customer preferences.       Establish a customer preference centre to store and generate proactive notifications to users that have signed up to receive water service disruption notifications for a particular property.​

​

Integrate Service Cloud and Salesforce Marketing Cloud using standard connector​

Implement S4S Connector to connect Sitecore and Salesforce using Rest API","Outage Notifications allows customers to sign up to receive water service outage communications via SMS or Email.  ​

​

The platform allowed insights and reporting capabilities including the ability to track the number of subscribers and filter by location, communication channel and many other attributes. ​

​

Built on the existing CRM instance and introduced the concept of individuals and preference management directly in the platform. ",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib7
eConcessions​,Watercorp,Energy & Utilities,Platform,"Improve the processing of concessions applications of eligible pensioners, seniors and state concession card holders. The current system is outdated and timely.         Create and engineer a new eConcessions database and management platform powered by Salesforce Service Cloud, extending the use of Salesforce as the organisation’s strategic customer support platform.​

​

Process applications by integrating with Sitecore (public facing forms), Grange (to create the necessary account entitlements), CCM to send out communications and to government bodies to validate card information.","The new solution offers streamlined, automated process workflows that seamlessly transition concession applications throughout the initial stages of validation and authorization.​

​

Integration capabilities of the born-in-the-cloud Salesforce platform made it easier to pair the solution with the client’s existing website, billing and customer communication systems, but also make it possible to transfer data more quickly and securely to external actors.​

​

The streamlined workflows helped Water Corporation boost the efficiency of its concession and conveyancing services team.",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib8
Univesity – 360 Program​,Latrobe university,Higher education,Service Cloud ,"La Trobe University wanted to establish a 360- degree view of knowing their relationships with prospective students, students, alumni, industry and partners to maximise the opportunity to engage with each in a purposeful way.       To optimise business engagements La Trobe University, in partnership with IBM, has​

created and implemented IST (Integrated Sales Technology), launched first in July​

2021. IST was built on Salesforce Service cloud and provides the complete view of the​

university’s engagements.​

​

IST was designed in collaboration with various business units, streamlining business​

processes and transforming collaboration between different business units. It provides​

a centralised view of a person’s journey at La Trobe , without having the need to access​

multiple systems for this information.","360-degree view - Single view of a contact (whether they are a prospective student, current student, Alumni, or an external contact) showing a bird’s eye view of their journey at La Trobe. All interactions (emails, campaigns, enquiries etc), study history, employment history, course history shown within the same 360-degree view.​

Revenue Growth - Increased applications and acceptances of offers (estimated to be approx. $90M over 5 years)​

Data Intelligence – providing scores to leads utilizing the data captured, thereby enabling the sales team to target high probability candidates​

Improved customer experience – Availability of multiple communication channels​

Streamlined and improved lead/prospect management business processes, facilitating the efficient maintenance, monitoring, tracking, evaluation of various lead and prospect activities/tasks",https://ibm.box.com/s/r3om06r9sxrvacz6u114rgpvigp1fib9
IBM transitioned Fisher and Paykel from Click Software to Salesforce Field Service Lightning and achieved amazing business outcomes in the process.​,Fisher and Paykel,"retail, appliances",Field Service Lightning,"Business Problem​

Existing Solutions had problems related to Offline Mobile Capabilities, Speed & Performance, User Experience of Field Service Technicians​

Fisher & Paykel spent a lot of time to stabilize the Click Platform and did excessive customization leading to technical debt​

Existing Version of the Click Solution was end of life and unsupported after FY 2019.         Solution​

Overcome the pain points of the previous solution around offline, speed & performance, user experience​

Standardise & Rationalise the Technology Platforms around Customer Service on Salesforce​

Leverage out of the box functionalities and avoid excessive customisation​

Improve overall efficiency, faster resolution and reduced turnaround time across the Field Service Management processes",15% csat improvement.      20% employee satisfaction improvement,https://ibm.box.com/s/ywhj0l82jbpikmax09f99c263ihmlv00
"BSA had a homegrown custom-built solution leading to problems in Scalability, Speed & Performance for the entire user group which also led to poor User Experience and limited mobility. They had multiple disparate systems with no integrations.​

​",BSA,"Professional Services, Technology",Field Service Lightning,"Business Problem​

BSA is a comprehensive technical service contracting company and its geographic footprint stretches across 24 locations Australia-wide and growing. Their employees number more than 2000 and most of the workers belong to high skilled technical field force category. This led to Limited Real time visibility & reporting capabilities, manual processes and issues with efficiency and compliance.       Solution​

IBM leveraged Salesforce FSL as an easy to use Solution for the Operations Team and Technicians, fully Integrated with back end systems (ERP). Process Improvement by removing all manual processes, through the use of Maintenance Schedule Automation, Task templates, efficient Asset Management and process automations such as Work Order Creation Compliance with AS1851, DA19 and Customer Specific Requirements with resources sharing with other business units.","Results​

High Quality and Timely Services to its Clients for both Reactive and Preventive Maintenance Service Requests.​

Field Service Technicians can manage their entire work from their Mobile Devices. ​

Significant savings & efficiency improvements.​

Real time visibility & business metrics available ",https://ibm.box.com/s/ywhj0l82jbpikmax09f99c263ihmlv01
Creating a Multi-Brand Connected Customer Platform,Ascential,"Technology, Media","Sales Cloud, Service Cloud, Experience Cloud","Global media company specializing in information, data and ecommerce optimization.

Client Challenge
Company evolved rapidly through acquisition and now has more than 19 brands with multiple disparate processes and solutions that need to be integrated.

Customer experience-driven need to connect data across the different brands within the organization. 

Top-down mission to create a unified platform that delivers world class marketing, sales and fulfillment capabilities across multiple global brands. 

Implementation of a branded portal to allow customers to submit cases and enable collaboration.","
Significant reduction in the sales cycle and reduced administration time. 

Increased productivity, allowing the sales team more time to spend with customers. 

General excitement among the different brands for new capabilities and potential to cross-sell. 

One set of robust processes embedded throughout to manage, service, measure and bill customers.",https://www.externalcontentplus.com/StrategicPartnerPlatform/salesforce/case-studies/ascential.html
Centralizing Customer Service for a UK Transportation Company,First Group,Transportation,"Service Cloud, Einstein","British multinational transport group operating several rail franchises that carry 2B passengers a year

Client Challenge
Without the right technology, customer service teams were struggling to provide a positive CX to commuters

Slow performance from legacy systems, and a lack of opportunity to innovate on them

Time consuming, complex processes that involved a lot of manual data entry

Different call centers across the country had different processes, preventing the company from having a consistent experience across the brand

Roll out a global Sales, Service, Product Management and Marketing platform across all digital commerce brands

Create an integrated Service Cloud solution, including one platform and process for customer engagement, and extensive use of my Trailhead for training","
 Fully centralized platform across the brands for all phone, web and mail communications

Faster, more efficient customer service due to Salesforce's simplicity and consolidation of 1000+ legacy knowledge articles

Productivity and efficiency gains from employees from simplified processes in high-demand call centers

Reduced wait times and higher quality of service for customers; system consolidation helps manage case",https://www.externalcontentplus.com/StrategicPartnerPlatform/salesforce/case-studies/first-group.html
IBM & Lloyds Banking are making banking more intuitive with AI,Lloyds Bank,"Financial Services, Banking",Financial Services Cloud,"Lloyds Banking Group is a leading UK-based financial services group.

Client Challenge
Lloyds Banking Group has a vision to be by the side of every customer with personal, intuitive and efficient support.

With a focus on streamlining the customer service experience, Lloyds looked to leverage state-of-the-art AI to supercharge chatbot performance and enhance their customer engagement channels overall, unlocking actionable insights from customer interactions to drive more personalization. 


The Solution
Lloyd’s partnership with IBM Consulting is pushing the boundaries of Large Language Models (LLM), leveraging Generative AI to help identify customers’ evolving needs and to reduce manual effort from managing, training and supporting various engagements.

Our work together also helped Lloyd’s to improve conversation classification accuracy, to better determine data to be discarded, and to reduce manual effort via a repeatable, transparent and trusted process.","Business Results
1000s of hours of manual effort saved

£2 million annual cost savings

Up to 15% gain in overall accuracy and 85% accuracy in classifying conversations

10-15 new intents per month",https://www.externalcontentplus.com/StrategicPartnerPlatform/salesforce/case-studies/lloyds-bank.html
